,location,bath,size_new,sqft
4251,Kenchenahalli,2.0,2,1015.0
4252,Kaggalipura,3.0,3,2400.0
4253,Whitefield,4.0,4,3000.0
4254,7th Phase JP Nagar,4.0,3,3300.0
4255,other,2.0,2,1076.0
4256,JP Nagar,2.0,2,1300.0
4257,Hebbal Kempapura,2.0,2,1300.0
4258,Hosa Road,3.0,3,1512.0
4259,Bhoganhalli,3.0,3,1053.4
4260,Yeshwanthpur,1.0,1,605.0
4261,Hormavu,2.0,2,1153.0
4262,other,2.0,2,2080.0
4263,Hulimavu,2.0,2,1255.0
4265,Marathahalli,3.0,3,1583.0
4266,other,2.0,2,1505.0
4267,Kathriguppe,2.0,3,1365.0
4268,other,3.0,3,1200.0
4269,other,4.0,3,1810.0
4270,Magadi Road,1.0,1,440.0
4271,Subramanyapura,2.0,2,975.0
4272,other,2.0,2,1250.0
4273,other,2.0,3,1530.0
4274,Kereguddadahalli,2.0,3,1300.0
4275,Channasandra,2.0,2,1115.0
4276,Sarjapur  Road,2.0,2,1308.0
4277,Parappana Agrahara,2.0,2,1194.0
4278,Uttarahalli,2.0,3,1490.0
4279,Bannerghatta Road,4.0,4,10000.0
4280,Sarjapur  Road,3.0,3,1592.0
4281,Rajaji Nagar,2.0,2,1222.0
4282,Raja Rajeshwari Nagar,2.0,2,1267.0
4283,Balagere,1.0,1,656.0
4284,Dodda Nekkundi,4.0,4,3400.0
4285,Garudachar Palya,5.0,4,4500.0
4286,Chandapura,1.0,2,1200.0
4287,Thanisandra,3.0,3,1698.0
4288,other,3.0,3,1500.0
4289,other,5.0,4,2000.0
4290,Electronic City,2.0,2,1152.0
4291,Raja Rajeshwari Nagar,1.0,1,550.0
4292,Pattandur Agrahara,2.0,2,900.0
4293,other,2.0,3,1410.0
4294,Akshaya Nagar,2.0,3,1419.0
4295,Amruthahalli,2.0,2,1200.0
4296,AECS Layout,3.0,3,1800.0
4297,Gottigere,2.0,2,990.0
4298,Sarjapur  Road,2.0,2,1016.0
4299,Bannerghatta Road,2.0,2,1100.0
4301,Whitefield,2.0,2,1095.0
4302,other,3.0,3,2000.0
4303,Budigere,2.0,2,1444.0
4304,Whitefield,2.0,2,1415.0
4305,other,2.0,3,1500.0
4306,other,3.0,3,1600.0
4307,Whitefield,2.0,2,1105.0
4308,Electronic City,3.0,3,1225.0
4309,Frazer Town,3.0,3,2560.0
4310,Kanakpura Road,2.0,2,1080.0
4311,Dasarahalli,3.0,7,2400.0
4312,Talaghattapura,3.0,3,1856.0
4313,Haralur Road,3.0,3,1464.0
4314,other,6.0,6,2100.0
4315,Sarjapur  Road,2.0,2,1150.0
4317,5th Phase JP Nagar,2.0,3,1485.0
4318,other,3.0,3,2500.0
4319,Whitefield,2.0,2,1200.0
4320,Hennur Road,2.0,2,1036.0
4321,Whitefield,5.0,4,3445.0
4322,other,2.0,2,1400.0
4323,Bommanahalli,2.0,2,1110.0
4324,Kodichikkanahalli,2.0,2,1150.0
4325,Kenchenahalli,1.0,1,715.0
4326,Magadi Road,4.0,4,1200.0
4328,Jakkur,4.0,4,2283.0
4330,Hormavu,2.0,3,1453.0
4331,Nagarbhavi,2.0,3,1400.0
4332,Padmanabhanagar,3.0,3,1400.0
4333,Whitefield,3.0,3,1700.0
4334,Kanakpura Road,3.0,3,1591.0
4335,Nagarbhavi,2.0,3,1515.0
4336,Marathahalli,3.0,5,2500.0
4337,Chandapura,2.0,2,975.0
4338,Yeshwanthpur,2.0,3,1382.0
4340,other,3.0,3,1533.0
4341,Cunningham Road,3.0,3,3815.0
4342,other,2.0,2,1100.0
4343,other,6.0,4,3730.0
4344,Banashankari Stage II,2.0,3,1500.0
4345,Yelahanka,2.0,3,1391.0
4346,Begur Road,2.0,2,1160.0
4347,Chandapura,1.0,1,620.0
4348,other,9.0,8,2400.0
4350,Whitefield,4.0,4,4827.0
4351,Kanakpura Road,3.0,3,1482.0
4352,Whitefield,2.0,2,1405.0
4353,Gunjur,2.0,2,1190.0
4354,Harlur,2.0,2,1174.0
4355,Seegehalli,2.0,2,1155.0
4356,Thanisandra,3.0,3,1411.0
4357,other,2.0,2,745.0
4358,Kereguddadahalli,2.0,2,1000.0
4359,Jigani,2.0,2,923.0
4360,Yeshwanthpur,2.0,2,1000.0
4361,Battarahalli,2.0,2,1276.0
4362,other,3.0,3,1460.0
4363,other,2.0,2,1355.0
4364,other,1.0,1,833.0
4366,other,5.0,5,1750.0
4367,Ramamurthy Nagar,2.0,2,1200.0
4368,Yeshwanthpur,1.0,1,669.0
4369,7th Phase JP Nagar,4.0,3,2200.0
4370,Koramangala,3.0,3,1594.0
4371,Kothanur,3.0,3,1790.0
4372,NGR Layout,2.0,2,1020.0
4373,other,5.0,4,3250.0
4374,other,2.0,2,1037.0
4375,Whitefield,2.0,3,1345.0
4376,Kodichikkanahalli,2.0,2,1070.0
4377,other,5.0,4,3000.0
4378,Yeshwanthpur,2.0,3,1385.0
4379,Kanakpura Road,2.0,2,1207.0
4380,Varthur,2.0,2,1140.0
4381,other,2.0,2,1220.0
4382,other,3.0,4,3811.0
4383,Iblur Village,5.0,4,3596.0
4384,Sarjapur  Road,3.0,3,1965.0
4385,Koramangala,2.0,3,1760.0
4386,Haralur Road,2.0,2,1225.0
4387,Marathahalli,2.0,2,1075.0
4388,Panathur,2.0,2,1000.0
4389,Hennur Road,3.0,3,1891.0
4390,Yelahanka,2.0,2,1322.0
4391,other,3.0,3,1095.0
4392,Bellandur,4.0,4,3600.0
4393,AECS Layout,2.0,2,1045.0
4394,other,3.0,3,1545.0
4395,Thanisandra,3.0,3,1996.0
4396,Brookefield,2.0,2,1125.0
4397,Mysore Road,3.0,3,1560.0
4398,BEML Layout,2.0,3,2000.0
4399,Murugeshpalya,4.0,4,3100.0
4400,other,2.0,2,780.0
4401,other,2.0,2,1350.0
4402,Sarjapur  Road,4.0,3,2275.0
4403,other,2.0,2,1350.0
4404,Haralur Road,3.0,3,1464.0
4405,Kanakpura Road,3.0,3,1570.0
4406,Dasanapura,1.0,1,708.0
4407,Sarjapur  Road,3.0,3,1680.0
4408,Hoodi,2.0,2,1400.0
4409,Bellandur,2.0,2,1310.0
4410,BTM Layout,6.0,6,3300.0
4411,Electronics City Phase 1,2.0,2,1175.0
4412,Chikkalasandra,2.0,3,1428.0
4414,Whitefield,4.0,4,3252.0
4415,Haralur Road,2.0,2,1194.0
4417,8th Phase JP Nagar,2.0,2,1080.0
4418,other,2.0,3,1200.0
4419,Whitefield,2.0,2,1200.0
4421,Bommasandra Industrial Area,2.0,3,1320.0
4422,Badavala Nagar,3.0,3,1842.0
4423,Sector 2 HSR Layout,2.0,2,1146.0
4424,Rachenahalli,1.0,1,440.0
4425,Sahakara Nagar,2.0,2,1048.0
4426,Thanisandra,3.0,3,1801.0
4427,Hennur Road,2.0,2,1232.0
4428,Whitefield,2.0,2,1150.0
4429,Talaghattapura,3.0,3,1868.0
4430,Begur,2.0,3,1445.0
4431,Hebbal Kempapura,2.0,3,1466.0
4432,Harlur,3.0,3,1730.0
4433,JP Nagar,3.0,3,3860.0
4434,Somasundara Palya,2.0,2,1185.0
4435,Yeshwanthpur,4.0,3,3027.0
4436,Whitefield,4.0,4,2400.0
4437,Kaval Byrasandra,2.0,2,1185.0
4438,other,2.0,2,1150.0
4439,other,4.0,5,2000.0
4441,Pai Layout,2.0,2,1075.0
4442,Hebbal,3.0,3,1760.0
4443,Banashankari,2.0,2,1600.0
4445,Haralur Road,2.0,2,1000.0
4446,7th Phase JP Nagar,2.0,2,1215.0
4447,EPIP Zone,3.0,3,1734.0
4448,Akshaya Nagar,2.0,2,1280.0
4449,Rachenahalli,2.0,2,1113.0
4450,Horamavu Banaswadi,2.0,2,1272.0
4451,Kereguddadahalli,3.0,3,1240.0
4453,Yelahanka,2.0,2,1100.0
4454,Ambalipura,2.0,2,896.0
4455,Rachenahalli,5.0,4,3657.0
4456,BTM 2nd Stage,2.0,2,1200.0
4457,Ramagondanahalli,4.0,4,2800.0
4458,Hebbal,4.0,4,2790.0
4459,Ambalipura,3.0,3,3500.0
4460,Ramamurthy Nagar,3.0,3,3600.0
4461,Sarjapur,2.0,2,1500.0
4463,other,2.0,2,1096.0
4465,other,2.0,2,1094.0
4466,other,2.0,2,1100.0
4467,Iblur Village,5.0,4,2987.5
4468,Koramangala,6.0,4,2503.0
4469,Nagarbhavi,2.0,2,1145.0
4470,Rachenahalli,3.0,3,1550.0
4471,Seegehalli,4.0,3,1830.0
4472,Hoodi,3.0,3,1746.0
4473,other,4.0,4,1280.0
4474,Kengeri,2.0,2,918.0
4475,Chandapura,1.0,1,645.0
4476,Banashankari Stage III,2.0,3,1305.0
4477,Thigalarapalya,2.0,2,1207.0
4478,Thanisandra,3.0,3,1678.0
4479,Kaggalipura,2.0,2,950.0
4481,Electronic City,2.0,2,1070.0
4482,Ardendale,3.0,3,1732.46
4483,Attibele,2.0,3,1639.0
4484,Marathahalli,2.0,2,1360.0
4485,Malleshpalya,4.0,4,2592.0
4486,other,3.0,3,4470.0
4488,Lakshminarayana Pura,3.0,3,1656.0
4489,Sarjapur  Road,2.0,2,985.0
4490,Dodda Nekkundi,3.0,3,1999.0
4491,7th Phase JP Nagar,2.0,2,1050.0
4492,Whitefield,2.0,3,1440.0
4493,Basavangudi,2.0,3,1600.0
4494,Ramagondanahalli,2.0,2,1253.0
4495,other,3.0,3,1200.0
4496,Padmanabhanagar,2.0,3,1360.0
4497,other,2.0,2,1086.0
4498,other,3.0,3,1655.0
4499,Old Madras Road,4.0,4,2600.0
4500,Sarjapur  Road,2.0,2,1418.0
4501,Kalena Agrahara,2.0,2,1270.0
4502,Begur Road,2.0,3,1410.0
4503,other,2.0,2,1150.0
4504,Ramamurthy Nagar,3.0,2,600.0
4505,other,3.0,3,1440.0
4506,other,2.0,3,1200.0
4507,other,2.0,2,1200.0
4508,Begur Road,2.0,3,1410.0
4509,Chandapura,5.0,4,1200.0
4511,Whitefield,1.0,1,624.0
4512,Electronic City,2.0,2,1060.0
4513,Hebbal,5.0,4,3960.0
4514,Whitefield,2.0,2,1200.0
4515,Vidyaranyapura,4.0,4,1200.0
4516,Sarjapur,3.0,4,1917.0
4517,KR Puram,2.0,2,950.0
4518,Channasandra,2.0,2,3040.0
4519,BTM 2nd Stage,3.0,3,1250.0
4520,Vishwapriya Layout,2.0,2,1235.0
4521,Budigere,1.0,1,722.0
4522,Kanakpura Road,3.0,4,2775.0
4523,Sarjapur  Road,2.0,2,1200.0
4524,Bannerghatta Road,3.0,3,1400.0
4525,other,3.0,3,1225.0
4526,Marathahalli,2.0,2,1220.0
4527,Nagavarapalya,1.0,1,705.0
4528,Battarahalli,3.0,3,1880.0
4529,Yelahanka,2.0,2,1200.0
4530,other,2.0,3,1550.0
4531,Lingadheeranahalli,3.0,3,1893.0
4532,other,3.0,3,1650.0
4533,other,2.0,2,1113.0
4534,other,2.0,2,1500.0
4536,Sarjapur  Road,3.0,3,1586.0
4537,Seegehalli,3.0,3,4000.0
4538,Yelahanka New Town,3.0,3,1541.0
4539,Haralur Road,3.0,3,1830.0
4540,Kodigehalli,2.0,2,1200.0
4541,other,2.0,3,1800.0
4542,Bommasandra,2.0,2,1015.0
4543,Raja Rajeshwari Nagar,2.0,2,1120.0
4544,Hoodi,1.0,1,706.0
4545,other,4.0,4,1350.0
4547,Kanakpura Road,3.0,3,1900.0
4548,Harlur,4.0,4,1200.0
4549,Seegehalli,5.0,4,3000.0
4550,Bisuvanahalli,2.0,3,1075.0
4551,Kanakpura Road,2.0,2,1290.0
4552,Akshaya Nagar,2.0,2,1200.0
4553,Hormavu,2.0,2,1150.0
4554,Uttarahalli,2.0,3,1360.0
4555,other,9.0,9,4500.0
4556,other,2.0,2,935.0
4557,Cox Town,3.0,3,1730.0
4558,Sarjapur  Road,2.0,2,1260.0
4560,Marathahalli,4.0,4,4000.0
4561,Marathahalli,2.0,2,950.0
4562,other,3.0,2,600.0
4563,other,5.0,5,2500.0
4564,Hegde Nagar,5.0,4,3216.0
4566,Budigere,4.0,3,1991.0
4567,Sarjapur  Road,2.0,2,1115.0
4568,Koramangala,3.0,3,1900.0
4569,Whitefield,2.0,2,1109.0
4570,Rajiv Nagar,5.0,4,2340.0
4572,Whitefield,5.0,4,4356.0
4573,9th Phase JP Nagar,2.0,2,1005.0
4574,Kengeri,1.0,1,416.0
4575,1st Phase JP Nagar,2.0,2,1394.0
4576,Harlur,3.0,3,2138.0
4577,other,3.0,3,1550.0
4578,Nagavarapalya,3.0,3,1300.0
4579,Thanisandra,2.0,2,1265.0
4580,other,2.0,2,1140.0
4581,other,2.0,2,1050.0
4582,Thanisandra,2.0,2,1100.0
4583,Varthur,2.0,2,1012.0
4584,Varthur,4.0,4,1600.0
4585,Yelahanka,2.0,2,1326.0
4586,Hebbal Kempapura,2.0,3,1654.0
4587,other,2.0,3,1705.0
4588,Chikkalasandra,2.0,2,1070.0
4589,Whitefield,3.0,3,1700.0
4590,Bhoganhalli,2.0,2,910.2
4591,Kogilu,2.0,2,1140.0
4592,Whitefield,4.0,4,4960.0
4593,Talaghattapura,3.0,3,2254.0
4594,Kanakapura,2.0,2,945.0
4595,Begur Road,6.0,4,2462.0
4596,Giri Nagar,3.0,3,1350.0
4597,Marathahalli,1.0,1,615.0
4598,Ramamurthy Nagar,2.0,2,1110.0
4599,Haralur Road,1.0,1,575.0
4600,Electronic City,2.0,2,1025.0
4601,other,3.0,3,1758.0
4602,other,5.0,4,3179.0
4603,Kaikondrahalli,3.0,3,1342.0
4604,Kalyan nagar,3.0,3,1800.0
4605,Whitefield,4.0,4,2928.0
4606,Doddathoguru,2.0,2,1140.0
4607,Raja Rajeshwari Nagar,2.0,2,1608.0
4608,Kadugodi,2.0,3,1645.0
4609,Ramamurthy Nagar,2.0,3,1410.0
4610,Harlur,2.0,2,1200.0
4611,8th Phase JP Nagar,2.0,3,1275.0
4612,Dodda Nekkundi,4.0,4,3800.0
4613,other,2.0,3,909.0
4614,other,3.0,2,1200.0
4615,Kalyan nagar,2.0,2,1080.0
4616,other,2.0,2,1200.0
4617,Akshaya Nagar,2.0,2,1092.0
4618,Jalahalli,4.0,3,1932.0
4619,KR Puram,2.0,2,1156.0
4620,Bellandur,2.0,2,924.0
4621,Thubarahalli,2.0,2,1330.0
4622,Thanisandra,4.0,3,1917.0
4623,Chandapura,2.0,2,985.0
4624,other,6.0,6,2400.0
4625,other,5.0,4,1800.0
4626,other,1.0,2,1290.0
4627,Kodigehalli,1.0,1,655.0
4628,other,3.0,3,1800.0
4629,Margondanahalli,2.0,4,1360.0
4630,Bellandur,3.0,3,1785.0
4631,Kadugodi,7.0,7,4000.0
4632,Hebbal,3.0,3,1645.0
4633,Gottigere,2.0,2,1235.0
4634,Anandapura,2.0,2,900.0
4635,Thanisandra,1.0,1,662.0
4637,Whitefield,2.0,2,1215.0
4638,Bisuvanahalli,2.0,2,845.0
4639,Sarjapur  Road,2.0,3,1525.0
4640,other,2.0,2,1000.0
4641,Hebbal,2.0,3,1255.0
4642,Mysore Road,3.0,3,1560.0
4643,Kasavanhalli,3.0,3,2100.0
4644,Kodichikkanahalli,2.0,3,1620.0
4645,Marathahalli,3.0,3,1595.0
4646,other,2.0,2,1095.0
4647,9th Phase JP Nagar,2.0,2,835.0
4648,Hennur Road,3.0,3,2182.0
4649,Thigalarapalya,2.0,2,1418.0
4650,Sanjay nagar,2.0,3,1900.0
4651,Whitefield,5.0,3,2700.0
4652,BTM 2nd Stage,2.0,2,1070.0
4655,Electronics City Phase 1,1.0,1,755.0
4656,Hebbal,3.0,3,1645.0
4657,Sarjapur,3.0,3,2400.0
4658,Chandapura,1.0,1,645.0
4659,other,4.0,4,3900.0
4660,other,4.0,3,2400.0
4662,Electronics City Phase 1,2.0,2,919.0
4663,Bannerghatta Road,3.0,3,1725.0
4664,Sarjapur  Road,2.0,2,1346.0
4665,Electronic City Phase II,2.0,2,1070.0
4666,Begur Road,2.0,2,1225.0
4668,Neeladri Nagar,1.0,1,640.0
4669,Chikkalasandra,2.0,3,1310.0
4670,Kanakapura,2.0,2,1190.0
4671,other,3.0,3,1645.0
4672,Marathahalli,2.0,2,1350.0
4673,Vittasandra,2.0,2,1404.0
4674,Electronic City,2.0,3,1105.0
4675,Kanakpura Road,2.0,2,900.0
4676,other,4.0,4,1650.0
4677,Dodda Nekkundi,2.0,2,1100.0
4678,Thanisandra,4.0,4,2100.0
4679,Thanisandra,3.0,3,1948.0
4680,Singasandra,3.0,3,1464.0
4681,Raja Rajeshwari Nagar,2.0,2,1210.0
4682,Yelahanka,5.0,5,4000.0
4683,other,2.0,2,1252.0
4685,Sarjapur  Road,7.0,5,3905.0
4686,other,3.0,3,2600.0
4687,7th Phase JP Nagar,3.0,3,1300.0
4688,7th Phase JP Nagar,2.0,2,1130.0
4689,Budigere,3.0,4,1200.0
4690,Thanisandra,3.0,3,1690.0
4691,Padmanabhanagar,4.0,3,4500.0
4692,other,2.0,2,950.0
4693,Marathahalli,2.0,2,1020.0
4694,other,4.0,4,2107.0
4695,Marathahalli,3.0,3,1735.0
4696,Sarjapur  Road,2.0,2,915.0
4697,other,3.0,3,1450.0
4698,Thigalarapalya,4.0,3,2215.0
4699,other,3.0,3,2431.0
4700,Hennur Road,3.0,3,1804.0
4701,Marathahalli,3.0,2,1600.0
4702,Uttarahalli,2.0,2,1280.0
4703,Hebbal,3.0,3,1255.0
4704,Koramangala,2.0,2,1320.0
4705,Hoodi,2.0,2,1257.0
4706,Raja Rajeshwari Nagar,2.0,2,1240.0
4707,other,4.0,4,1200.0
4708,Bannerghatta Road,6.0,6,1850.0
4709,Hulimavu,2.0,2,1255.0
4710,Ananth Nagar,2.0,2,870.0
4711,Tumkur Road,3.0,3,1789.0
4713,Electronic City,1.0,2,660.0
4715,other,2.0,2,1155.0
4716,R.T. Nagar,2.0,2,1235.0
4717,Yelahanka,4.0,4,2675.0
4718,CV Raman Nagar,2.0,2,1025.0
4719,Raja Rajeshwari Nagar,2.0,3,1395.0
4720,Rachenahalli,2.0,3,1530.0
4721,Dodda Nekkundi,2.0,3,1252.0
4722,Hennur Road,2.0,2,1081.0
4723,Haralur Road,3.0,3,1255.0
4724,Ardendale,3.0,4,2062.0
4725,Choodasandra,3.0,3,1220.0
4726,Jigani,2.0,3,1408.0
4727,Bisuvanahalli,2.0,3,1180.0
4728,Sarjapur  Road,1.0,1,715.0
4729,Sarjapur  Road,2.0,2,1230.0
4730,Kaggadasapura,2.0,2,1035.0
4731,EPIP Zone,5.0,4,3360.0
4732,Kathriguppe,3.0,3,1300.0
4733,Kanakpura Road,3.0,3,1100.0
4734,Whitefield,2.0,2,1216.0
4735,other,2.0,2,1450.0
4736,Nagavarapalya,1.0,1,705.0
4737,Gottigere,3.0,3,1385.0
4738,Anekal,2.0,2,1200.0
4739,Electronic City Phase II,2.0,3,1310.0
4740,Sarjapur  Road,2.0,2,1043.0
4741,Koramangala,2.0,2,1320.0
4742,other,3.0,3,1900.0
4743,Varthur,2.0,2,1140.0
4744,Kadugodi,2.0,2,1100.0
4745,Hebbal,3.0,3,1586.0
4746,Chandapura,2.0,2,975.0
4747,other,3.0,2,1365.0
4748,Rajaji Nagar,2.0,2,1263.0
4749,Begur Road,2.0,3,1565.0
4750,Karuna Nagar,3.0,3,1163.0
4751,Whitefield,5.0,4,2882.0
4752,Hennur Road,3.0,3,2320.0
4753,Sarjapur  Road,3.0,3,1750.0
4754,Kudlu,2.0,2,1143.0
4755,Hennur Road,3.0,3,1936.0
4756,Electronic City,1.0,2,660.0
4757,Chandapura,1.0,2,700.0
4758,other,2.0,3,1402.0
4759,Hebbal,4.0,4,4640.0
4760,Electronic City,2.0,2,1000.0
4761,Gottigere,2.0,2,1000.0
4762,Kengeri Satellite Town,2.0,2,818.0
4763,Bommenahalli,3.0,4,1680.0
4764,Kalyan nagar,3.0,4,2422.0
4765,Indira Nagar,2.0,2,1145.0
4766,Chandapura,2.0,3,1190.0
4767,Sarjapur  Road,2.0,2,1145.0
4768,Somasundara Palya,3.0,3,1575.0
4769,Bannerghatta Road,4.0,3,9000.0
4770,Thanisandra,2.0,2,1200.0
4771,Yelahanka,2.0,3,1500.0
4772,Ramamurthy Nagar,4.0,4,2560.0
4773,Kothanur,3.0,3,1583.0
4774,Kanakpura Road,2.0,2,700.0
4775,Bannerghatta Road,2.0,2,950.0
4776,Banashankari,2.0,2,1041.0
4777,Thubarahalli,2.0,2,1085.0
4778,Anjanapura,2.0,2,1070.0
4779,Raja Rajeshwari Nagar,2.0,2,1165.0
4780,Bommasandra,2.0,2,1000.0
4781,Horamavu Agara,2.0,2,1169.0
4783,Whitefield,3.0,3,1840.0
4784,other,3.0,3,1550.0
4785,Kaval Byrasandra,2.0,2,997.0
4786,Gunjur,2.0,2,1457.0
4787,ISRO Layout,2.0,2,1000.0
4788,KR Puram,2.0,2,1000.0
4789,Sarjapur  Road,3.0,3,1500.0
4791,Lakshminarayana Pura,2.0,2,1165.0
4793,Kasavanhalli,3.0,3,1787.0
4794,Raja Rajeshwari Nagar,2.0,3,1288.0
4795,Thanisandra,2.0,3,1430.0
4796,Hulimavu,5.0,3,3035.0
4797,Doddathoguru,1.0,1,750.0
4799,Channasandra,3.0,3,1200.0
4800,Electronic City,2.0,3,1500.0
4801,Ambalipura,2.0,2,1230.0
4802,Marathahalli,1.0,1,780.0
4803,Bannerghatta Road,2.0,2,1220.0
4804,Kanakpura Road,2.0,2,1110.0
4805,other,3.0,3,2100.0
4807,Akshaya Nagar,3.0,3,1690.0
4808,Bannerghatta Road,2.0,2,1130.0
4809,Electronic City,2.0,2,1213.0
4810,Kengeri,2.0,2,900.0
4811,Panathur,2.0,2,1199.0
4812,other,4.0,4,5000.0
4814,Uttarahalli,1.0,1,661.0
4815,other,2.0,2,1804.0
4816,Marathahalli,3.0,3,1710.0
4817,Kengeri Satellite Town,2.0,2,1030.0
4818,Choodasandra,3.0,3,1220.0
4819,Marathahalli,3.0,3,1530.0
4820,Ramamurthy Nagar,2.0,2,1200.0
4821,other,3.0,3,2000.0
4822,Nagarbhavi,1.0,1,300.0
4823,Green Glen Layout,2.0,3,1751.0
4824,R.T. Nagar,1.0,2,800.0
4825,Panathur,2.0,2,1255.0
4826,Whitefield,3.0,3,1778.0
4827,other,2.0,2,1100.0
4828,Hennur Road,2.0,2,1480.0
4829,Marathahalli,2.0,2,1358.0
4830,Electronics City Phase 1,1.0,1,580.0
4831,Choodasandra,2.0,2,1197.0
4832,HRBR Layout,2.0,4,1200.0
4833,Lingadheeranahalli,3.0,3,1705.0
4834,Electronic City Phase II,2.0,3,1310.0
4835,Hoodi,2.0,2,1132.0
4836,other,3.0,3,1200.0
4837,other,2.0,2,814.0
4838,Electronic City,3.0,3,1575.0
4839,Pattandur Agrahara,2.0,2,1302.0
4840,Sultan Palaya,8.0,6,1800.0
4841,Hegde Nagar,4.0,3,2006.8
4842,other,2.0,2,1100.0
4843,other,5.0,5,2400.0
4844,other,2.0,2,830.0
4845,Electronic City,1.0,1,435.0
4846,other,3.0,3,1590.0
4847,Electronic City Phase II,2.0,2,1140.0
4848,Kasavanhalli,2.0,2,1090.0
4849,Thanisandra,3.0,3,1922.0
4850,Thanisandra,2.0,2,965.0
4851,Mysore Road,2.0,2,883.0
4852,8th Phase JP Nagar,2.0,2,1062.0
4853,Electronic City Phase II,2.0,2,1089.0
4854,Babusapalaya,2.0,3,1358.0
4855,Hoodi,2.0,2,1108.0
4856,Harlur,2.0,2,1197.0
4857,Sarjapur  Road,2.0,2,1190.0
4858,other,6.0,4,3754.0
4859,Vijayanagar,3.0,3,1749.0
4860,Sarjapur  Road,3.0,4,1750.0
4861,Kasavanhalli,3.0,3,1691.0
4862,Electronic City,3.0,3,1449.0
4863,Whitefield,2.0,2,1400.0
4864,Electronic City,2.0,3,1310.0
4865,other,2.0,2,1100.0
4866,other,2.0,3,1230.0
4867,Green Glen Layout,3.0,3,1750.0
4868,7th Phase JP Nagar,3.0,3,1450.0
4869,Haralur Road,3.0,3,1810.0
4870,Vittasandra,2.0,2,1246.0
4871,Brookefield,3.0,3,1420.0
4872,Old Airport Road,5.0,4,2658.0
4873,other,2.0,3,1450.0
4874,other,4.0,4,1200.0
4875,other,2.0,2,1367.0
4876,Talaghattapura,3.0,3,2254.0
4877,Begur Road,2.0,2,1160.0
4879,Kadugodi,3.0,3,1711.0
4881,Raja Rajeshwari Nagar,2.0,2,1120.0
4882,Kaggalipura,2.0,2,950.0
4883,Basavangudi,2.0,2,1560.0
4885,Kanakpura Road,2.0,2,1225.0
4886,TC Palaya,2.0,3,1200.0
4887,other,2.0,2,1340.0
4888,Sarjapur  Road,3.0,3,1846.0
4889,Dodda Nekkundi,2.0,2,1155.0
4890,Balagere,2.0,2,1205.0
4891,Thanisandra,2.0,2,1140.0
4892,Raja Rajeshwari Nagar,2.0,2,1140.0
4893,Jalahalli East,2.0,3,1300.0
4894,Bellandur,2.0,2,1051.0
4895,Uttarahalli,2.0,2,1134.0
4896,Kodihalli,4.0,3,2500.0
4897,other,9.0,8,12000.0
4898,other,2.0,2,1135.0
4899,other,3.0,3,1745.0
4901,other,3.0,3,1665.0
4902,other,2.0,2,1220.0
4903,Kanakpura Road,3.0,3,1868.0
4905,other,4.0,4,2300.0
4906,other,2.0,2,1210.0
4907,Ambalipura,2.0,2,1351.0
4908,Hebbal,3.0,3,1636.0
4909,R.T. Nagar,6.0,5,2400.0
4910,Haralur Road,2.0,2,1464.0
4911,Attibele,1.0,1,418.0
4912,Kanakpura Road,2.0,2,1339.0
4913,Bannerghatta,4.0,3,2370.0
4914,Rachenahalli,2.0,3,1530.0
4915,other,2.0,2,1100.0
4916,7th Phase JP Nagar,3.0,3,1350.0
4917,Marathahalli,2.0,2,1290.0
4918,Bommasandra Industrial Area,2.0,3,1220.0
4919,Sarjapur  Road,3.0,3,1846.0
4920,Hegde Nagar,3.0,3,1847.0
4921,Whitefield,4.0,4,3100.0
4922,Hoodi,2.0,2,1430.0
4923,Old Madras Road,2.0,2,935.0
4924,Attibele,3.0,3,1350.0
4926,Hennur Road,3.0,3,1590.0
4927,other,3.0,3,1286.0
4928,other,2.0,2,1141.0
4929,Shivaji Nagar,3.0,2,1554.0
4930,Hebbal,3.0,3,3520.0
4931,Malleshwaram,7.0,5,7500.0
4932,Harlur,3.0,3,1749.0
4933,other,5.0,5,2250.0
4934,other,2.0,2,1140.0
4935,Bommenahalli,3.0,4,1632.0
4936,Ramamurthy Nagar,2.0,3,1000.0
4937,other,2.0,2,1065.0
4938,Haralur Road,2.0,3,1520.0
4939,Bisuvanahalli,2.0,3,1075.0
4941,Gubbalala,2.0,3,1539.0
4942,Sector 7 HSR Layout,2.0,2,1342.0
4943,HBR Layout,2.0,2,1004.0
4944,Ramagondanahalli,2.0,2,1295.0
4945,Thanisandra,2.0,2,1098.0
4946,Kothanur,2.0,2,1070.0
4947,Hosa Road,2.0,2,1016.0
4948,Bellandur,3.0,3,1450.0
4949,Yelahanka,1.0,1,654.0
4950,Koramangala,4.0,4,5985.0
4951,Yelachenahalli,2.0,2,1080.0
4952,Vijayanagar,2.0,2,1046.0
4953,Domlur,3.0,3,1950.0
4954,Bhoganhalli,3.0,3,1610.0
4955,Doddakallasandra,3.0,3,2493.0
4956,Ramagondanahalli,2.0,2,1151.0
4957,Electronic City,2.0,2,1125.0
4958,Kammasandra,2.0,2,992.0
4959,1st Block Jayanagar,3.0,2,1000.0
4960,Banashankari Stage II,3.0,5,2400.0
4961,Bommanahalli,3.0,3,1850.0
4962,Harlur,2.0,2,1174.0
4963,Sultan Palaya,2.0,2,1100.0
4964,Raja Rajeshwari Nagar,2.0,2,1095.0
4965,Banashankari,3.0,3,3580.0
